1580209530.7589025,"BREW_STATUS",
1580209547.5256584,"GRIND_STATUS",
1580209569.7490785,"COFFEE_POURED",1756
1580209589.906816,"COFFEE_STATUS",1760
1580209650.8278587,"BREW_STATUS",
1580209667.620858,"GRIND_STATUS",
1580209698.2561915,"COFFEE_REMOVED",25
1580209709.9522026,"COFFEE_STATUS",14
1580209734.4890916,"COFFEE_GRINDING",
1580209735.4910638,"COFFEE_GRINDING",
1580209736.4928136,"COFFEE_GRINDING",
1580209737.4972196,"COFFEE_GRINDING",
1580209738.4972956,"COFFEE_GRINDING",
1580209739.5009568,"COFFEE_GRINDING",
1580209740.5012069,"COFFEE_GRINDING",
1580209741.5039423,"COFFEE_GRINDING",
1580209742.5482583,"COFFEE_GRINDING",
1580209749.4725285,"GRIND_STATUS",
1580209770.74683,"BREW_STATUS",
1580209787.556708,"GRIND_STATUS",
1580209790.1852086,"COFFEE_EMPTY",1625
1580209790.1852086,"COFFEE_REPLACED",1625
1580209796.5469024,"COFFEE_REMOVED",22
1580209802.7226694,"COFFEE_BREWING",
1580209830.0457594,"COFFEE_STATUS",14
1580209890.7564113,"COFFEE_BREWING",
1580209907.7449567,"GRIND_STATUS",
1580209950.1333325,"COFFEE_STATUS",13
1580210010.7889738,"COFFEE_BREWING",
1580210027.5868337,"GRIND_STATUS",
1580210070.1399612,"COFFEE_STATUS",11
1580210074.727769,"COFFEE_BREWING",
1580210079.7476437,"BREW_STATUS",
1580210130.815646,"BREW_STATUS",
1580210147.5697756,"GRIND_STATUS",
1580210190.2147772,"COFFEE_STATUS",10
1580210250.7777014,"BREW_STATUS",
1580210267.5585015,"GRIND_STATUS",
1580210310.2777808,"COFFEE_STATUS",10
1580210370.54768,"BREW_STATUS",
1580210387.3382747,"GRIND_STATUS",
1580210430.3029861,"COFFEE_STATUS",11
1580210490.5459774,"BREW_STATUS",
1580210507.3178487,"GRIND_STATUS",
1580210550.3530698,"COFFEE_STATUS",10
1580210610.5674305,"BREW_STATUS",
1580210627.5971355,"GRIND_STATUS",
1580210670.4929264,"COFFEE_STATUS",10
1580210686.8208458,"COFFEE_NEW",3212
1580210686.8208458,"COFFEE_REPLACED",3212
1580210730.577904,"BREW_STATUS",
1580210747.3438883,"GRIND_STATUS",
1580210790.5527372,"COFFEE_STATUS",3220
1580210850.5901616,"BREW_STATUS",
1580210867.3670726,"GRIND_STATUS",
1580210910.581418,"COFFEE_STATUS",3220
1580210970.5759428,"BREW_STATUS",
1580210987.3845549,"GRIND_STATUS",
1580211030.6363978,"COFFEE_STATUS",3215
1580211090.587026,"BREW_STATUS",
1580211107.3476462,"GRIND_STATUS",
1580211150.6709416,"COFFEE_STATUS",3220
1580211210.607175,"BREW_STATUS",
1580211227.3872993,"GRIND_STATUS",
1580211270.6765134,"COFFEE_STATUS",3216
1580211331.470273,"BREW_STATUS",
1580211348.2399726,"GRIND_STATUS",
1580211390.730543,"COFFEE_STATUS",3219
1580211451.497208,"BREW_STATUS",
1580211468.280189,"GRIND_STATUS",
1580211510.7599757,"COFFEE_STATUS",3218
1580211571.4598835,"BREW_STATUS",
1580211588.2020388,"GRIND_STATUS",
1580211630.796782,"COFFEE_STATUS",3214
1580211691.462641,"BREW_STATUS",
1580211708.1956956,"GRIND_STATUS",
1580211750.8821971,"COFFEE_STATUS",3217
1580211811.4555821,"BREW_STATUS",
1580211828.21787,"GRIND_STATUS",
1580211870.9430132,"COFFEE_STATUS",3214
1580211931.465878,"BREW_STATUS",
1580211948.224428,"GRIND_STATUS",
1580211991.043433,"COFFEE_STATUS",3218
1580212051.4572966,"BREW_STATUS",
1580212068.2143981,"GRIND_STATUS",
1580212111.0957625,"COFFEE_STATUS",3214
1580212171.4954515,"BREW_STATUS",
1580212188.2257075,"GRIND_STATUS",
1580212231.1713262,"COFFEE_STATUS",3213
1580212291.4654055,"BREW_STATUS",
1580212308.2356954,"GRIND_STATUS",
1580212351.1861243,"COFFEE_STATUS",3213
1580212411.5061386,"BREW_STATUS",
1580212428.2759287,"GRIND_STATUS",
1580212471.2590342,"COFFEE_STATUS",3213
1580212531.5062008,"BREW_STATUS",
1580212548.2456353,"GRIND_STATUS",
1580212591.3519726,"COFFEE_STATUS",3213
1580212651.2364075,"BREW_STATUS",
1580212668.239795,"GRIND_STATUS",
1580212711.4167206,"COFFEE_STATUS",3217
1580212771.2341337,"BREW_STATUS",
1580212788.1861594,"GRIND_STATUS",
1580212831.5086865,"COFFEE_STATUS",3216
1580212890.9491007,"BREW_STATUS",
1580212907.8857074,"GRIND_STATUS",
1580212951.5246527,"COFFEE_STATUS",3214
1580213010.9730322,"BREW_STATUS",
1580213027.7304294,"GRIND_STATUS",
1580213071.6212044,"COFFEE_STATUS",3214
1580213130.980609,"BREW_STATUS",
1580213147.759057,"GRIND_STATUS",
1580213191.6852913,"COFFEE_STATUS",3213
1580213250.9805336,"BREW_STATUS",
1580213267.769297,"GRIND_STATUS",
1580213311.7690785,"COFFEE_STATUS",3216
1580213370.9791634,"BREW_STATUS",
1580213387.781227,"GRIND_STATUS",
1580213431.86681,"COFFEE_STATUS",3214
1580213491.0303876,"BREW_STATUS",
1580213507.7503674,"GRIND_STATUS",
1580213551.9348729,"COFFEE_STATUS",3218
1580213611.0108247,"BREW_STATUS",
1580213627.7705245,"GRIND_STATUS",
1580213671.9653668,"COFFEE_STATUS",3218
1580213731.0504458,"BREW_STATUS",
1580213748.1152833,"GRIND_STATUS",
1580213792.039097,"COFFEE_STATUS",3215
1580213851.0403614,"BREW_STATUS",
1580213867.7700617,"GRIND_STATUS",
1580213912.112428,"COFFEE_STATUS",3211
1580213970.6795042,"BREW_STATUS",
1580213987.418172,"GRIND_STATUS",
1580214032.2119865,"COFFEE_STATUS",3211
1580214090.6778953,"BREW_STATUS",
1580214107.4479446,"GRIND_STATUS",
1580214152.2532785,"COFFEE_STATUS",3214
1580214210.688433,"BREW_STATUS",
1580214227.4078815,"GRIND_STATUS",
1580214272.31982,"COFFEE_STATUS",3217
1580214330.6880856,"BREW_STATUS",
1580214347.421993,"GRIND_STATUS",
1580214392.3697968,"COFFEE_STATUS",3213
1580214450.6879787,"BREW_STATUS",
1580214467.4580452,"GRIND_STATUS",
1580214512.4592574,"COFFEE_STATUS",3216
1580214570.6988728,"BREW_STATUS",
1580214587.4384563,"GRIND_STATUS",
1580214632.5211973,"COFFEE_STATUS",3211
1580214690.7113566,"BREW_STATUS",
