1576677425.5210814,3147.671954842246
1576677425.621208,3147.1612596550804
1576677425.7213979,3147.765537729947
1576677425.8214998,3148.7575163395727
1576677425.9217334,3148.610457516043
1576677426.0219414,3149.3350564465245
1576677426.1226408,3150.0115270347596
1576677426.5487187,3149.1211527032087
1576677426.644643,3147.0516339866313
1576677426.740548,3147.361794414439
1576677426.8364806,3147.60510992246
1576677426.9323947,3147.813666072193
1576677427.0282805,3147.776232917113
1576677427.124188,3147.9072489598934
1576677427.2201228,3147.837730243316
1576677427.3160346,3148.2441473556155
1576677427.4119737,3148.9500297085565
1576677427.507899,3148.433986927808
1576677427.6038084,3147.6024361256686
1576677427.6997294,3147.7735591203214
1576677427.7956622,3148.3056446818186
1576677427.8915663,3148.0783719545457
1576677427.9874783,3148.179976232621
1576677428.0833833,3147.4928104572195
1576677428.179282,3148.0596553770056
1576677428.2751975,3148.653238264706
1576677428.3711078,3148.212061794118
1576677428.4677327,3148.5222222219254
1576677428.563627,3149.3778371951876
1576677428.659549,3149.222756981284
1576677428.7570894,3148.5168746283425
1576677428.8572905,3148.6318478903745
1576677428.9577045,3147.7548425427813
1576677429.0577903,3148.687997622995
1576677429.1579306,3148.3109922754015
1576677429.2581568,3148.2093879973268
1576677429.3583822,3148.4874628636367
1576677429.4586136,3148.6184789064173
1576677429.5587962,3148.0409387994655
1576677429.6590462,3149.7067142005353
1576677429.7592435,3149.198692810161
1576677429.8594346,3149.0783719545457
1576677429.959687,3148.9633986925137
1576677430.0599296,3148.56767676738
1576677430.160088,3148.4794414732623
1576677430.2603297,3148.514200831551
1576677430.3605146,3149.1666072486632
1576677430.4609728,3148.3350564465245
1576677430.5610452,3147.615805109626
1576677430.661249,3148.1265002967916
1576677430.7614677,3147.8002970882358
1576677430.861696,3148.722756981284
1576677430.9621024,3148.843077836899
1576677431.0622258,3148.562329173797
1576677431.1624174,1113.5168746283425
1576677431.550718,3148.5543077834227
1576677431.6381295,3148.0462863930484
1576677431.725573,3147.4981580508024
1576677431.8129997,3147.58639334492
1576677431.9004445,3147.5409387994655
1576677431.9878874,3147.7548425427813
1576677432.0753148,3147.5115270347596
1576677432.162743,3147.7815805106957
1576677432.2550333,3147.832382649733
1576677432.3552074,3148.5222222219254
1576677432.4553306,3148.4981580508024
1576677432.555487,3147.5168746283425
1576677432.6556747,3147.5890671417114
1576677432.7557862,3148.433986927808
1576677432.8565397,3147.5837195481286
1576677432.9577456,3148.0462863930484
1576677433.0579324,3147.6692810454547
1576677433.1582043,3147.27088532353
1576677433.258395,3148.7013666069524
1576677433.358582,3149.717409387701
1576677433.4590027,3149.8002970882358
1576677433.5591233,3149.1826500294123
1576677433.6592999,3147.722756981284
1576677433.759494,3147.5302436122997
1576677433.8597503,3148.337730243316
1576677433.959924,3148.0944147352943
1576677434.0601447,3148.1211527032087
1576677434.1603882,3147.9500297085565
1576677434.2605572,3147.500831847594
1576677434.360759,3147.04896018984
1576677434.461021,3147.3698158048132
1576677434.561207,3147.4152703502677
1576677434.6614347,3147.4607248957223
1576677434.7616742,3148.276232917113
1576677434.8619547,3148.5756981577542
1576677434.962361,3149.198692810161
1576677435.0625074,3147.928639334225
1576677435.1627016,3148.008853237968
1576677435.2628365,3149.0168746283425
1576677435.3631084,3148.80831847861
1576677435.4632833,3148.391206179145
1576677435.5634835,3148.4794414732623
1576677435.6637979,3147.704040403744
1576677435.7639327,3148.490136660428
1576677435.8641284,3197.508853237968
1576677436.271845,3147.2548425427813
1576677436.3638136,3147.4206179438506
1576677436.4559057,3148.2494949491984
1576677436.5478144,3147.7013666069524
1576677436.6398022,3149.0035056443853
1576677436.7318208,3149.484789066845
1576677436.8238063,3149.193345216578
1576677436.9157772,3149.1425430775403
1576677437.0077555,3149.260190136364
1576677437.0997474,3149.8404040401074
1576677437.194179,3149.3965537727277
1576677437.2900543,3148.7254307780754
1576677437.3878262,3148.0783719545457
1576677437.4885492,3147.7093879973268
1576677437.5896823,3148.556981580214
1576677437.6899817,3148.5890671417114
1576677437.790165,3148.302970885027
1576677437.8903673,3148.3831847887704
1576677437.990759,3148.452703505348
1576677438.0908334,3148.2682115267385
1576677438.1910322,3148.8243612593587
1576677438.2913003,3148.5275698155083
1576677438.3915205,3149.2441473556155
1576677438.4916823,3149.2441473556155
1576677438.592015,3148.663933451872
1576677438.9807146,3149.276232917113
1576677439.0681171,3148.9446821149736
1576677439.155547,3148.9393345213907
1576677439.2429717,3148.284254307487
1576677439.3304021,3147.6024361256686
1576677439.4178352,3147.909922756685
1576677439.505267,3148.5703505641713
1576677439.592686,3149.062329173797
1576677439.6860785,3148.556981580214
1576677439.7862568,3148.019548425134
1576677439.8863661,3148.591740938503
1576677439.9865243,3149.2441473556155
1576677440.086674,3149.3002970882358
1576677440.186832,3148.1906714197867
1576677440.2875805,3148.447355911765
1576677440.3887625,3149.198692810161
1576677440.4890018,3147.653238264706
1576677440.5891593,3147.1826500294123
1576677440.6894352,3148.5783719545457
1576677440.7896142,3147.8243612593587
1576677440.8898172,3147.6371954839574
1576677440.9903257,3148.2735591203214
1576677441.0903556,3147.524896018717
1576677441.190508,3148.1024361256686
1576677441.290759,3148.380510991979
